Pays,iso3,date,real_gdp_growth_qoq,gdp_level,final_consumption_expenditure,cpi_index,short_term_interest,trade_balance_usd_billion,reer_ic37_41_cpi
Portugal,PRT,1962Q3,1.5393379,NA,NA,1.153376,NA,-0.0575424,NA
South Korea,KOR,1962Q3,3.019970194,89420,346520,NA,NA,-0.10367134,NA
Spain,ESP,1962Q3,2.449012722,NA,NA,2.878025,NA,NA,NA
Sweden,SWE,1962Q3,2.447209631,NA,NA,9.582583,NA,-0.05055957,NA
Switzerland,CHE,1962Q3,1.37074095,NA,NA,26.23247,NA,-0.20328026999999999,NA
USMCA,USMCA,1962Q3,1.245416,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1962Q3,0.591933008,7383,16886,6.090089,NA,-0.43674999999999997,NA
United States,USA,1962Q3,1.229566665,150614,296248.4,12.82608,NA,1.1895,NA
Australia,AUS,1962Q4,1.793105004,4789,13728.7,NA,NA,0.005697096,NA
Austria,AUT,1962Q4,0.090983336,NA,NA,17.33106,NA,-0.08138987,NA
Belgium,BEL,1962Q4,0.896894853,NA,NA,14.71852,3,-0.082923491,NA
Canada,CAN,1962Q4,1.962242774,11777,52015,12.64156,4.5521666667,0.1219228,NA
Denmark,DNK,1962Q4,-0.262186258,NA,NA,NA,NA,-0.09184497,NA
Finland,FIN,1962Q4,1.778152118,NA,NA,8.140195,NA,-0.01655448,NA
France,FRA,1962Q4,1.251796955,NA,NA,10.85637,NA,NA,NA
G7,G7,1962Q4,0.591346,NA,NA,NA,NA,0.56449439,NA
Germany,DEU,1962Q4,-0.216173587,NA,NA,24.39897,4.3766666667,0.205134,NA
Greece,GRC,1962Q4,3.164249605,NA,NA,1.145177,NA,-0.10472163,NA
Iceland,ISL,1962Q4,2.5735073490000002,NA,NA,0.04328368,NA,-0.0030475711,NA
Ireland,IRL,1962Q4,1.318174835,NA,NA,5.219833,NA,-0.07869902,NA
Italy,ITA,1962Q4,1.501587062,NA,NA,4.258105,NA,-0.4303551,NA
Japan,JPN,1962Q4,2.089625056,NA,NA,21.20813,NA,-0.1245751,NA
Luxembourg,LUX,1962Q4,0.69832778,NA,NA,15.95416,NA,NA,NA
Mexico,MEX,1962Q4,1.791419668,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1962Q4,-0.341937111,NA,NA,16.10943,NA,-0.15209319999999998,NA
Norway,NOR,1962Q4,0.837129026,NA,NA,9.102266,NA,NA,NA
OECD,OECD,1962Q4,0.724565372,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1962Q4,0.587343,NA,NA,NA,NA,NA,NA
Portugal,PRT,1962Q4,1.456390797,NA,NA,1.164238,NA,-0.056522649999999994,NA
South Korea,KOR,1962Q4,3.00898065,101430,403400,NA,NA,-0.10491368,NA
Spain,ESP,1962Q4,0.268262459,NA,NA,3.018416,NA,NA,NA
Sweden,SWE,1962Q4,0.824052305,NA,NA,9.621144,NA,-0.08533828,NA
Switzerland,CHE,1962Q4,0.64523921,NA,NA,26.36681,NA,-0.1814132,NA
USMCA,USMCA,1962Q4,0.552481,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1962Q4,-0.355089333,7416,17088,6.13809,NA,-0.3873532,NA
United States,USA,1962Q4,0.329401872,158078,307779.4,12.82608,NA,0.9545,NA
Australia,AUS,1963Q1,2.314348072,4933,13338.2,NA,NA,0.037364914,NA
Austria,AUT,1963Q1,0.367610745,NA,NA,17.76863,NA,-0.09633222999999999,NA
Belgium,BEL,1963Q1,0.881895777,NA,NA,14.96527,3,-0.09264905,NA
Canada,CAN,1963Q1,0.63408554,11007,50150,12.64156,4.1885,0.10647586,NA
Denmark,DNK,1963Q1,-0.948882489,NA,NA,NA,NA,-0.038673423,NA
Finland,FIN,1963Q1,-0.934114804,NA,NA,8.20918,NA,-0.015606693,NA
France,FRA,1963Q1,-1.665799419,NA,NA,11.03785,NA,NA,NA
G7,G7,1963Q1,0.172931,NA,NA,NA,NA,0.6000132,NA
Germany,DEU,1963Q1,-3.498025877,NA,NA,24.92087,3.3766666667,0.11244854,NA
Greece,GRC,1963Q1,3.049262433,NA,NA,1.166784,NA,-0.10718427999999999,NA
Iceland,ISL,1963Q1,2.485088936,NA,NA,0.04431424,NA,-0.0021572602,NA
Ireland,IRL,1963Q1,1.289556448,NA,NA,5.307107,NA,-0.06625986,NA
Italy,ITA,1963Q1,0.663827765,NA,NA,4.378428,NA,-0.4537219,NA
Japan,JPN,1963Q1,1.366700433,NA,NA,21.75179,NA,-0.20707387,NA
Luxembourg,LUX,1963Q1,0.696456251,NA,NA,16.04333,NA,NA,NA
Mexico,MEX,1963Q1,1.750783472,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1963Q1,-6.27285825,NA,NA,16.56535,NA,-0.22506067000000002,NA
Norway,NOR,1963Q1,1.001035817,NA,NA,9.245609,NA,NA,NA
OECD,OECD,1963Q1,0.39162931,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1963Q1,-0.591227,NA,NA,NA,NA,NA,NA
Portugal,PRT,1963Q1,1.376693844,NA,NA,1.195838,NA,-0.0694531,NA
South Korea,KOR,1963Q1,5.697240697,118030,396840,NA,NA,-0.10173234,NA
Spain,ESP,1963Q1,5.752952622,NA,NA,3.108746,NA,NA,NA
Sweden,SWE,1963Q1,-1.027403198,NA,NA,9.719501,NA,-0.068390352,NA
Switzerland,CHE,1963Q1,-0.905599119,NA,NA,26.6074,NA,-0.17439056,NA
USMCA,USMCA,1963Q1,1.105563,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1963Q1,0.484709962,7367,17204,6.222091,NA,-0.2995887,NA
United States,USA,1963Q1,1.092090426,150949,301831.1,12.86828,NA,1.0002,NA
Australia,AUS,1963Q2,-1.291796604,4897,13886.6,NA,NA,0.018027800000000004,NA
Austria,AUT,1963Q2,2.915281409,NA,NA,18.23746,NA,-0.0925752,NA
Belgium,BEL,1963Q2,0.866731394,NA,NA,14.91827,3,-0.006278175,NA
Canada,CAN,1963Q2,1.454368266,11775,52525,12.64156,3.6723333333,0.10940488999999999,NA
Denmark,DNK,1963Q2,0.138765644,NA,NA,NA,NA,-0.042821299,NA
Finland,FIN,1963Q2,1.982456512,NA,NA,8.278165,NA,-0.012387150400000001,NA
France,FRA,1963Q2,4.465475469,NA,NA,11.17662,NA,NA,NA
G7,G7,1963Q2,2.443688,NA,NA,NA,NA,0.8093257,NA
Germany,DEU,1963Q2,4.484411506,NA,NA,24.79039,3.6633333333,0.3238076,NA
Greece,GRC,1963Q2,2.928359036,NA,NA,1.166784,NA,-0.11773669,NA
Iceland,ISL,1963Q2,2.408236561,NA,NA,0.04500129,NA,-0.005508554,NA
Ireland,IRL,1963Q2,1.263608195,NA,NA,5.29464,NA,-0.07288423,NA
Italy,ITA,1963Q2,2.741399476,NA,NA,4.411851,NA,-0.6635747,NA
Japan,JPN,1963Q2,2.943448429,NA,NA,22.19072,NA,-0.30778123,NA
Luxembourg,LUX,1963Q2,0.677528929,NA,NA,16.41665,NA,NA,NA
Mexico,MEX,1963Q2,1.701509231,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1963Q2,8.940364184,NA,NA,16.71733,NA,-0.18817785,NA
Norway,NOR,1963Q2,1.057420293,NA,NA,9.102266,NA,NA,NA
OECD,OECD,1963Q2,2.368539366,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1963Q2,3.60236,NA,NA,NA,NA,NA,NA
Portugal,PRT,1963Q2,1.411943883,NA,NA,1.157326,NA,-0.060331670000000004,NA
South Korea,KOR,1963Q2,-2.460697924,121570,406440,NA,NA,-0.12748247000000001,NA
Spain,ESP,1963Q2,0.082890231,NA,NA,3.066302,NA,NA,NA
Sweden,SWE,1963Q2,3.823815287,NA,NA,9.804447,NA,-0.103759752,NA
Switzerland,CHE,1963Q2,3.835381388,NA,NA,26.87434,NA,-0.21695695999999998,NA
USMCA,USMCA,1963Q2,1.188791,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1963Q2,4.301569249,7752,17738,6.234091,NA,-0.4018979,NA
United States,USA,1963Q2,1.122414332,158886,309356.6,12.91047,NA,1.4096,NA
Australia,AUS,1963Q3,4.104915587,5158,14116.7,NA,NA,0.16417507,NA
Austria,AUT,1963Q3,1.087485258,NA,NA,17.90928,NA,-0.08876259,NA
Belgium,BEL,1963Q3,1.449746943,NA,NA,15.08407,3.4166666667,-0.02177934,NA
Canada,CAN,1963Q3,0.759938107,13594,52010,12.79958,4.0345,0.0298898826,NA
Denmark,DNK,1963Q3,1.233791731,NA,NA,NA,NA,-0.05473568,NA
Finland,FIN,1963Q3,1.044761167,NA,NA,8.416134,NA,-0.024066962,NA
France,FRA,1963Q3,3.298802433,NA,NA,11.33674,NA,NA,NA
G7,G7,1963Q3,2.255174,NA,NA,NA,NA,0.48243441,NA
Germany,DEU,1963Q3,3.469247781,NA,NA,24.79039,3.8466666667,0.41250456,NA
Greece,GRC,1963Q3,2.367085247,NA,NA,1.166784,NA,-0.1440375,NA
Iceland,ISL,1963Q3,2.521477659,NA,NA,0.04740594,NA,-0.006422779,NA
Ireland,IRL,1963Q3,1.121533614,NA,NA,5.290484,NA,-0.06722363,NA
Italy,ITA,1963Q3,1.641304821,NA,NA,4.455301,NA,-0.7793154,NA
Japan,JPN,1963Q3,2.932389591,NA,NA,22.41019,NA,-0.3746089,NA
Luxembourg,LUX,1963Q3,1.569826892,NA,NA,16.57359,NA,NA,NA
Mexico,MEX,1963Q3,2.353728498,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1963Q3,2.402534165,NA,NA,16.56535,NA,-0.25322152000000003,NA
Norway,NOR,1963Q3,1.11193064,NA,NA,9.102266,NA,NA,NA
OECD,OECD,1963Q3,2.228258938,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1963Q3,2.148275,NA,NA,NA,NA,NA,NA
Portugal,PRT,1963Q3,1.445410635,NA,NA,1.165226,NA,-0.06011841,NA
South Korea,KOR,1963Q3,3.444705985,133280,511410,NA,NA,-0.1299013,NA
Spain,ESP,1963Q3,2.157735448,NA,NA,3.123982,NA,NA,NA
Sweden,SWE,1963Q3,1.854547042,NA,NA,9.822889,NA,0.013766420000000001,NA
Switzerland,CHE,1963Q3,2.228737774,NA,NA,27.08771,NA,-0.22762452,NA
USMCA,USMCA,1963Q3,2.103676,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1963Q3,0.445826686,7871,18020,6.198091,NA,-0.47014649999999997,NA
United States,USA,1963Q3,2.198830992,159597,313566.5,12.95266,NA,1.2973000000000001,NA
Australia,AUS,1963Q4,2.132748865,5265,14786.7,NA,NA,0.15971665000000002,NA
Austria,AUT,1963Q4,2.038743111,NA,NA,18.06556,NA,-0.07504931,NA
Belgium,BEL,1963Q4,2.044499523,NA,NA,15.34126,3.9166666667,-0.056474688,NA
Canada,CAN,1963Q4,3.129534749,12837,55925,12.87859,4.1475,0.14641106,NA
Denmark,DNK,1963Q4,2.300600033,NA,NA,NA,NA,-0.06053578,NA
Finland,FIN,1963Q4,2.116155586,NA,NA,8.554104,NA,-0.016146403,NA
France,FRA,1963Q4,0.311286644,NA,NA,11.41147,NA,NA,NA
G7,G7,1963Q4,1.175717,NA,NA,NA,NA,0.6939419,NA
Germany,DEU,1963Q4,0.483965882,NA,NA,25.24706,5.0366666667,0.6542958000000001,NA
Greece,GRC,1963Q4,1.796958436,NA,NA,1.166784,NA,-0.14389577,NA
Iceland,ISL,1963Q4,2.621828944,NA,NA,0.0501541,NA,-0.001100969,NA
Ireland,IRL,1963Q4,0.968148037,NA,NA,5.452565,NA,-0.10184794,NA
Italy,ITA,1963Q4,1.028412174,NA,NA,4.552228,NA,-0.6585601000000001,NA
Japan,JPN,1963Q4,3.445524369,NA,NA,22.33704,NA,-0.4192332,NA
Luxembourg,LUX,1963Q4,2.483195981,NA,NA,16.57954,NA,NA,NA
Mexico,MEX,1963Q4,2.998675381,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1963Q4,2.105748604,NA,NA,16.71733,NA,-0.3489579,NA
Norway,NOR,1963Q4,1.164630214,NA,NA,9.245609,NA,NA,NA
OECD,OECD,1963Q4,1.30725873,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1963Q4,1.190867,NA,NA,NA,NA,NA,NA
Portugal,PRT,1963Q4,1.477252709,NA,NA,1.199788,NA,-0.057868890000000006,NA
South Korea,KOR,1963Q4,0.183302607,148140,579720,NA,NA,-0.11890811000000001,NA
Spain,ESP,1963Q4,1.861635924,NA,NA,3.183839,NA,NA,NA
Sweden,SWE,1963Q4,0.877163154,NA,NA,9.920129,NA,-0.038071814,NA
Switzerland,CHE,1963Q4,1.086477559,NA,NA,27.38187,NA,-0.20420432,NA
USMCA,USMCA,1963Q4,1.007186,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1963Q4,2.261485233,8117,18280,6.252091,NA,-0.5751359,NA
United States,USA,1963Q4,0.655904746,168017,324104.1,13.03704,NA,1.5419,NA
Australia,AUS,1964Q1,-0.172298169,5327,14456.4,NA,NA,0.12897721,NA
Austria,AUT,1964Q1,1.006058114,NA,NA,18.28434,NA,-0.09886254,NA
Belgium,BEL,1964Q1,1.987689142,NA,NA,15.35431,4.2333333333,-0.11301301,NA
Canada,CAN,1964Q1,2.503381101,12285,54553,12.87859,4.144,0.16436562,NA
Denmark,DNK,1964Q1,3.30640327,NA,NA,NA,NA,-0.09707687,NA
Finland,FIN,1964Q1,1.262608858,NA,NA,9.036996,NA,-0.039071703,NA
France,FRA,1964Q1,1.882604425,NA,NA,11.47552,NA,NA,NA
G7,G7,1964Q1,1.936841,NA,NA,NA,NA,0.7249619,NA
Germany,DEU,1964Q1,1.375907483,NA,NA,25.44277,3.3733333333,0.5708383,NA
Greece,GRC,1964Q1,1.745428994,NA,NA,1.166784,NA,-0.12667224,NA
Iceland,ISL,1964Q1,2.529644189,NA,NA,0.05427636,NA,-0.00134747634,NA
Ireland,IRL,1964Q1,0.946943572,NA,NA,5.481656,NA,-0.08277898,NA
Italy,ITA,1964Q1,1.482283155,NA,NA,4.605705,NA,-0.66671,NA
Japan,JPN,1964Q1,3.189414254,NA,NA,22.43458,NA,-0.5246095,NA
Luxembourg,LUX,1964Q1,2.403890946,NA,NA,16.63898,NA,NA,NA
Mexico,MEX,1964Q1,2.887235401,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1964Q1,1.337372026,NA,NA,17.17326,NA,-0.31998306,NA
Norway,NOR,1964Q1,1.215329716,NA,NA,9.532294,NA,NA,NA
OECD,OECD,1964Q1,1.830535659,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1964Q1,1.291,NA,NA,NA,NA,NA,NA
Portugal,PRT,1964Q1,1.507420814,NA,NA,1.219537,NA,-0.0653549,NA
South Korea,KOR,1964Q1,5.754003722,160740,647640,NA,NA,-0.07887337,NA
Spain,ESP,1964Q1,0.565485382,NA,NA,3.190913,NA,NA,NA
Sweden,SWE,1964Q1,2.477562222,NA,NA,10.02519,NA,-0.0642499818,NA
Switzerland,CHE,1964Q1,0.124762743,NA,NA,27.46177,NA,-0.2540015,NA
USMCA,USMCA,1964Q1,2.196531,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1964Q1,0.686084819,8144,18563,6.312092,NA,-0.7094943,NA
United States,USA,1964Q1,2.108713585,162413,322735.4,13.03704,NA,1.7947,NA
Australia,AUS,1964Q2,2.475247525,5509,15181.9,NA,NA,0.07444837,NA
Austria,AUT,1964Q2,1.447898917,NA,NA,18.86257,NA,-0.10554367,NA
Belgium,BEL,1964Q2,1.943285651,NA,NA,15.65067,4.3,-0.09994612,NA
Canada,CAN,1964Q2,0.37449939,13001,56186,12.9576,4.0626666667,0.16538074,NA
Denmark,DNK,1964Q2,2.609488113,NA,NA,NA,NA,-0.1816791,NA
Finland,FIN,1964Q2,0.867410838,NA,NA,9.243951,NA,-0.05802782,NA
France,FRA,1964Q2,0.958920529,NA,NA,11.51822,NA,NA,NA
G7,G7,1964Q2,1.114213,NA,NA,NA,NA,0.6895729,NA
Germany,DEU,1964Q2,1.221775492,NA,NA,25.37753,3.6633333333,0.5216385,NA
Greece,GRC,1964Q2,1.715966667,NA,NA,1.188391,NA,-0.14443068,NA
Iceland,ISL,1964Q2,2.464762652,NA,NA,0.05599397,NA,-0.0040952951,NA
Ireland,IRL,1964Q2,0.939508463,NA,NA,5.697764,NA,-0.08778379,NA
Italy,ITA,1964Q2,-1.011876839,NA,NA,4.682579,NA,-0.45345559999999996,NA
Japan,JPN,1964Q2,2.412494839,NA,NA,22.75159,NA,-0.37550510000000004,NA
Luxembourg,LUX,1964Q2,2.34065558,NA,NA,16.81138,NA,NA,NA
Mexico,MEX,1964Q2,2.799082004,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1964Q2,0.864344699,NA,NA,17.47721,NA,-0.3748893,NA
Norway,NOR,1964Q2,1.289769828,NA,NA,9.603966,NA,NA,NA
OECD,OECD,1964Q2,1.242323469,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1964Q2,1.093491,NA,NA,NA,NA,NA,NA
Portugal,PRT,1964Q2,1.692709544,NA,NA,1.208675,NA,-0.053293,NA
South Korea,KOR,1964Q2,-2.931262491,178230,660040,NA,NA,-0.06515476,NA
Spain,ESP,1964Q2,1.648014179,NA,NA,3.254035,NA,NA,NA
Sweden,SWE,1964Q2,0.541844202,NA,NA,10.07102,NA,-0.052284684000000005,NA
Switzerland,CHE,1964Q2,3.526248848,NA,NA,27.74275,NA,-0.23928952,NA
USMCA,USMCA,1964Q2,1.163792,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1964Q2,1.852582813,8435,18848,6.444094,NA,-0.7536027,NA
United States,USA,1964Q2,1.089068379,170097,332423.6,13.07923,NA,1.6532999999999998,NA
Australia,AUS,1964Q3,0.612185209,5593,15391.4,NA,NA,-0.004502216899999998,NA
Austria,AUT,1964Q3,0.900527624,NA,NA,18.61252,NA,-0.10044455,NA
Belgium,BEL,1964Q3,1.344338307,NA,NA,15.78775,4.5,-0.06864843000000001,NA
Canada,CAN,1964Q3,1.067302224,14761,56041,13.03661,4.1875,0.29046529,NA
Denmark,DNK,1964Q3,1.967066641,NA,NA,NA,NA,-0.10156479,NA
Finland,FIN,1964Q3,1.604947332,NA,NA,9.312935,NA,-0.058310195,NA
France,FRA,1964Q3,1.226254685,NA,NA,11.62497,NA,NA,NA
G7,G7,1964Q3,1.193411,NA,NA,NA,NA,0.9749772,NA
Germany,DEU,1964Q3,1.039093942,NA,NA,25.44277,3.8933333333,0.24599194,NA
Greece,GRC,1964Q3,2.157617757,NA,NA,1.166784,NA,-0.16921239999999999,NA
Iceland,ISL,1964Q3,1.990517774,NA,NA,0.05599397,NA,-0.0014410566,NA
Ireland,IRL,1964Q3,0.720306033,NA,NA,5.768414,NA,-0.08799547,NA
Italy,ITA,1964Q3,-0.168904093,NA,NA,4.74274,NA,-0.06983144,NA
Japan,JPN,1964Q3,1.544361338,NA,NA,23.16614,NA,-0.2544971,NA
Luxembourg,LUX,1964Q3,1.266755839,NA,NA,17.12169,NA,NA,NA
Mexico,MEX,1964Q3,2.101629964,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1964Q3,1.889446915,NA,NA,17.78116,NA,-0.28751766,NA
Norway,NOR,1964Q3,1.361210281,NA,NA,9.890652,NA,NA,NA
OECD,OECD,1964Q3,1.21673572,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1964Q3,0.795388,NA,NA,NA,NA,NA,NA
Portugal,PRT,1964Q3,1.868849429,NA,NA,1.219537,NA,-0.0818046,NA
South Korea,KOR,1964Q3,6.910256804,193490,647000,NA,NA,-0.06986614,NA
Spain,ESP,1964Q3,0.75129305,NA,NA,3.409662,NA,NA,NA
Sweden,SWE,1964Q3,1.995749957,NA,NA,10.22191,NA,-0.060035338,NA
Switzerland,CHE,1964Q3,-0.546061046,NA,NA,27.87622,NA,-0.23259922,NA
USMCA,USMCA,1964Q3,1.56689,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1964Q3,0.343686419,8620,19260,6.468094,NA,-0.7915909,NA
United States,USA,1964Q3,1.56260166,171593,337966.3,13.12142,3.8633333333,1.7306,NA
Australia,AUS,1964Q4,2.839815557,5773,16344,NA,NA,-0.047528344,NA
Austria,AUT,1964Q4,2.854332243,NA,NA,18.69066,NA,-0.11161978,NA
Belgium,BEL,1964Q4,0.747161739,NA,NA,15.94833,4.6666666667,-0.018371534000000002,NA
Canada,CAN,1964Q4,0.501631232,13929,60037,13.11562,4.4433333333,0.14066791,NA
Denmark,DNK,1964Q4,1.364173526,NA,NA,NA,NA,-0.11052018999999999,NA
Finland,FIN,1964Q4,-0.640689736,NA,NA,9.38192,NA,-0.053039680000000006,NA
France,FRA,1964Q4,0.903738702,NA,NA,11.65699,NA,NA,NA
G7,G7,1964Q4,0.668066,NA,NA,NA,NA,1.0179275,NA
Germany,DEU,1964Q4,1.360335531,NA,NA,25.8342,5.4266666667,0.17218284,NA
Greece,GRC,1964Q4,2.59261281,NA,NA,1.188391,NA,-0.1441941,NA
Iceland,ISL,1964Q4,1.526308194,NA,NA,0.05668101,NA,-0.0038661922999999997,NA
Ireland,IRL,1964Q4,0.496768236,NA,NA,5.830753,NA,-0.09291824,NA
Italy,ITA,1964Q4,-0.418482889,NA,NA,4.816271,NA,-0.07797646800000001,NA
Japan,JPN,1964Q4,1.250663295,NA,NA,23.38561,NA,-0.15674641,NA
Luxembourg,LUX,1964Q4,0.19834878,NA,NA,17.05154,NA,NA,NA
Mexico,MEX,1964Q4,1.422456862,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1964Q4,1.049790249,NA,NA,17.62918,NA,-0.26310231,NA
Norway,NOR,1964Q4,1.429613923,NA,NA,9.890652,NA,NA,NA
OECD,OECD,1964Q4,0.811746226,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1964Q4,1.000184,NA,NA,NA,NA,NA,NA
Portugal,PRT,1964Q4,2.035035329,NA,NA,1.240274,NA,-0.05939137,NA
South Korea,KOR,1964Q4,4.184192624,211040,745240,NA,NA,-0.07431444000000001,NA
Spain,ESP,1964Q4,2.174160309,NA,NA,3.587057,NA,NA,NA
Sweden,SWE,1964Q4,1.070150373,NA,NA,10.30685,NA,-0.0152506868,NA
Switzerland,CHE,1964Q4,-0.611582055,NA,NA,28.02286,NA,-0.21985414999999997,NA
USMCA,USMCA,1964Q4,0.408663,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1964Q4,1.560602288,8857,19721,6.552096,NA,-0.7997941,NA
United States,USA,1964Q4,0.309191087,180356,347141.1,13.16361,4.0233333333,1.8338,NA
Australia,AUS,1965Q1,0.85483415,5860,15818.7,NA,NA,-0.052674377,NA
Austria,AUT,1965Q1,-1.03171585,NA,NA,18.84694,NA,-0.10016435,NA
Belgium,BEL,1965Q1,0.733465155,NA,NA,16.04624,4.6166666667,0.03967128,NA
Canada,CAN,1965Q1,3.181038821,13317,57964,13.11562,4.3921666667,0.043139497,NA
Denmark,DNK,1965Q1,0.788471361,NA,NA,NA,NA,-0.15073809,NA
Finland,FIN,1965Q1,3.226251832,NA,NA,9.519889,NA,-0.058385586,NA
France,FRA,1965Q1,0.221994873,NA,NA,11.76374,NA,NA,NA
G7,G7,1965Q1,1.66111,NA,NA,NA,NA,0.46022667000000006,NA
Germany,DEU,1965Q1,1.63656424,NA,NA,26.02991,4.0366666667,0.22616705,NA
Greece,GRC,1965Q1,2.508262128,NA,NA,1.188391,NA,-0.19367457000000002,NA
Iceland,ISL,1965Q1,1.496512559,NA,NA,0.05771157,NA,-0.004667315500000001,NA
Ireland,IRL,1965Q1,0.487566055,NA,NA,5.893092,NA,-0.11413088,NA
Italy,ITA,1965Q1,1.350147107,NA,NA,4.859721,NA,-0.025852628,NA
Japan,JPN,1965Q1,0.813162245,NA,NA,23.99524,NA,0.053897389999999996,NA
Luxembourg,LUX,1965Q1,0.191471408,NA,NA,17.11217,NA,NA,NA
Mexico,MEX,1965Q1,1.390493536,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1965Q1,2.887565198,NA,NA,17.89666,NA,-0.20036229,NA
Norway,NOR,1965Q1,1.494925999,NA,NA,10.10567,NA,NA,NA
OECD,OECD,1965Q1,1.619692264,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1965Q1,1.066354,NA,NA,NA,NA,NA,NA
Portugal,PRT,1965Q1,2.191014713,NA,NA,1.254099,NA,-0.09345571,NA
South Korea,KOR,1965Q1,1.052089464,200380,735600,2.691525,NA,-0.054544276,NA
Spain,ESP,1965Q1,2.128162749,NA,NA,3.7133,NA,NA,NA
Sweden,SWE,1965Q1,1.970918509,NA,NA,10.41639,NA,-0.081006291,NA
Switzerland,CHE,1965Q1,2.485868997,NA,NA,28.15721,NA,-0.19460117,NA
USMCA,USMCA,1965Q1,2.396784,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1965Q1,-0.289211124,9021,20056,6.594096,NA,-0.5600102,NA
United States,USA,1965Q1,2.41990812,173462,344919.1,13.2058,4.1966666667,0.9232,NA
Australia,AUS,1965Q2,1.565671209,5974,16451.7,NA,NA,-0.10941986,NA
Austria,AUT,1965Q2,0.528129233,NA,NA,20.5191,NA,-0.11816963,NA
Belgium,BEL,1965Q2,0.724151005,NA,NA,16.29951,4.5333333333,-0.07214867,NA
Canada,CAN,1965Q2,0.915536674,14277,61251,13.35265,4.6603333333,0.01723871,NA
Denmark,DNK,1965Q2,0.738906165,NA,NA,NA,NA,-0.1322631,NA
Finland,FIN,1965Q2,1.382899031,NA,NA,9.657859,NA,-0.07359479,NA
France,FRA,1965Q2,2.488095418,NA,NA,12.00926,NA,NA,NA
G7,G7,1965Q2,1.325594,NA,NA,NA,NA,0.9436704,NA
Germany,DEU,1965Q2,1.578070865,NA,NA,26.3561,4.67,0.029526766,NA
Greece,GRC,1965Q2,2.425116397,NA,NA,1.209999,NA,-0.19946451,NA
Iceland,ISL,1965Q2,1.456997639,NA,NA,0.05874214,NA,7.075193999999999e-4,NA
Ireland,IRL,1965Q2,0.483868724,NA,NA,5.99699,NA,-0.12748789,NA
Italy,ITA,1965Q2,1.993828946,NA,NA,4.889802,NA,-0.019199480999999997,NA
Japan,JPN,1965Q2,1.248847841,NA,NA,24.31225,NA,0.048606373,NA
Luxembourg,LUX,1965Q2,0.194235758,NA,NA,17.42724,NA,NA,NA
Mexico,MEX,1965Q2,1.360647158,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1965Q2,-1.022037609,NA,NA,18.1763,NA,-0.22979172,NA
Norway,NOR,1965Q2,1.241228834,NA,NA,10.10567,NA,NA,NA
OECD,OECD,1965Q2,1.173740648,NA,NA,NA,NA,NA,NA
OECDE,OECDE,1965Q2,1.079913,NA,NA,NA,NA,NA,NA
Portugal,PRT,1965Q2,1.750541059,NA,NA,1.248174,NA,-0.07553512,NA
South Korea,KOR,1965Q2,0.130141973,204370,720800,2.762757,NA,-0.06424198,NA
Spain,ESP,1965Q2,0.42662027,NA,NA,3.738875,NA,NA,NA
Sweden,SWE,1965Q2,-0.73941296,NA,NA,10.51363,NA,-0.1401218,NA
Switzerland,CHE,1965Q2,0.120876874,NA,NA,28.66385,NA,-0.17946156,NA
USMCA,USMCA,1965Q2,1.244976,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1965Q2,0.07175977,9065,20337,6.762099,NA,-0.6062747,NA
United States,USA,1965Q2,1.263470829,183818,356114.8,13.33238,4.3033333333,1.4841,NA
Australia,AUS,1965Q3,-0.300694643,5994,16798.1,NA,NA,-0.066672655,NA
Austria,AUT,1965Q3,2.021288484,NA,NA,19.64395,NA,-0.13315507,NA
Belgium,BEL,1965Q3,0.736432615,NA,NA,16.41048,4.6666666667,0.012304814,NA
