Pays,iso3,date,indicator,value
Germany,DEU,1975-Q4,short_term_interest,4.133333333333334
New Zealand,NZL,1975-Q4,short_term_interest,7.1866666666666665
United States,USA,1975-Q4,short_term_interest,6.283333333333333
Australia,AUS,1976-Q1,short_term_interest,8.133333333333333
Belgium,BEL,1976-Q1,short_term_interest,7.15
Canada,CAN,1976-Q1,short_term_interest,9.251166666666666
France,FRA,1976-Q1,short_term_interest,7.226666666666667
Germany,DEU,1976-Q1,short_term_interest,3.796666666666667
New Zealand,NZL,1976-Q1,short_term_interest,7.293333333333333
United States,USA,1976-Q1,short_term_interest,5.22
Australia,AUS,1976-Q2,short_term_interest,10.04
Belgium,BEL,1976-Q2,short_term_interest,9.25
Canada,CAN,1976-Q2,short_term_interest,9.518333333333334
France,FRA,1976-Q2,short_term_interest,7.823333333333333
Germany,DEU,1976-Q2,short_term_interest,3.8433333333333333
New Zealand,NZL,1976-Q2,short_term_interest,7.71
United States,USA,1976-Q2,short_term_interest,5.506666666666667
Australia,AUS,1976-Q3,short_term_interest,9.446666666666667
Belgium,BEL,1976-Q3,short_term_interest,11.5
Canada,CAN,1976-Q3,short_term_interest,9.383333333333333
France,FRA,1976-Q3,short_term_interest,9.226666666666667
Germany,DEU,1976-Q3,short_term_interest,4.529999999999999
New Zealand,NZL,1976-Q3,short_term_interest,8.866666666666667
United States,USA,1976-Q3,short_term_interest,5.413333333333333
Australia,AUS,1976-Q4,short_term_interest,9.34
Belgium,BEL,1976-Q4,short_term_interest,11.666666666666666
Canada,CAN,1976-Q4,short_term_interest,8.953333333333333
France,FRA,1976-Q4,short_term_interest,10.483333333333333
Germany,DEU,1976-Q4,short_term_interest,4.823333333333333
New Zealand,NZL,1976-Q4,short_term_interest,9.753333333333334
United States,USA,1976-Q4,short_term_interest,4.933333333333334
Australia,AUS,1977-Q1,short_term_interest,9.323333333333334
Belgium,BEL,1977-Q1,short_term_interest,7.666666666666667
Canada,CAN,1977-Q1,short_term_interest,7.910833333333333
France,FRA,1977-Q1,short_term_interest,9.94
Germany,DEU,1977-Q1,short_term_interest,4.74
New Zealand,NZL,1977-Q1,short_term_interest,13.376666666666667
Spain,ESP,1977-Q1,short_term_interest,13.653666666666666
United States,USA,1977-Q1,short_term_interest,4.833333333333333
Australia,AUS,1977-Q2,short_term_interest,10.916666666666666
Belgium,BEL,1977-Q2,short_term_interest,7
Canada,CAN,1977-Q2,short_term_interest,7.354
France,FRA,1977-Q2,short_term_interest,9.19
Germany,DEU,1977-Q2,short_term_interest,4.446666666666667
New Zealand,NZL,1977-Q2,short_term_interest,14.21
Spain,ESP,1977-Q2,short_term_interest,13.488666666666667
United States,USA,1977-Q2,short_term_interest,5.193333333333333
Australia,AUS,1977-Q3,short_term_interest,10.683333333333334
Belgium,BEL,1977-Q3,short_term_interest,6.383333333333334
Canada,CAN,1977-Q3,short_term_interest,7.336666666666667
France,FRA,1977-Q3,short_term_interest,8.530000000000001
Germany,DEU,1977-Q3,short_term_interest,4.1866666666666665
New Zealand,NZL,1977-Q3,short_term_interest,14.726666666666667
Spain,ESP,1977-Q3,short_term_interest,16.644996666666668
United States,USA,1977-Q3,short_term_interest,5.8500000000000005
Australia,AUS,1977-Q4,short_term_interest,9.926666666666666
Belgium,BEL,1977-Q4,short_term_interest,7.166666666666667
Canada,CAN,1977-Q4,short_term_interest,7.370166666666667
France,FRA,1977-Q4,short_term_interest,9.203333333333333
Germany,DEU,1977-Q4,short_term_interest,4.086666666666667
New Zealand,NZL,1977-Q4,short_term_interest,12.46
Spain,ESP,1977-Q4,short_term_interest,18.302326666666666
United States,USA,1977-Q4,short_term_interest,6.6866666666666665
Australia,AUS,1978-Q1,short_term_interest,9.693333333333333
Belgium,BEL,1978-Q1,short_term_interest,6.75
Canada,CAN,1978-Q1,short_term_interest,7.335
France,FRA,1978-Q1,short_term_interest,9.88
Germany,DEU,1978-Q1,short_term_interest,3.5166666666666666
New Zealand,NZL,1978-Q1,short_term_interest,11.92
Spain,ESP,1978-Q1,short_term_interest,10.556333
United States,USA,1978-Q1,short_term_interest,6.9
Australia,AUS,1978-Q2,short_term_interest,10.696666666666667
Belgium,BEL,1978-Q2,short_term_interest,5.6499999999999995
Canada,CAN,1978-Q2,short_term_interest,8.295666666666667
France,FRA,1978-Q2,short_term_interest,8.203333333333333
Germany,DEU,1978-Q2,short_term_interest,3.6133333333333333
New Zealand,NZL,1978-Q2,short_term_interest,10.916666666666666
Spain,ESP,1978-Q2,short_term_interest,13.695
United States,USA,1978-Q2,short_term_interest,7.42
Australia,AUS,1978-Q3,short_term_interest,9.753333333333334
Belgium,BEL,1978-Q3,short_term_interest,6.95
Canada,CAN,1978-Q3,short_term_interest,8.8865
France,FRA,1978-Q3,short_term_interest,7.493333333333333
Germany,DEU,1978-Q3,short_term_interest,3.716666666666667
New Zealand,NZL,1978-Q3,short_term_interest,10.15
Spain,ESP,1978-Q3,short_term_interest,23.988656666666667
United States,USA,1978-Q3,short_term_interest,8.273333333333333
Australia,AUS,1978-Q4,short_term_interest,9.23
Belgium,BEL,1978-Q4,short_term_interest,9.166666666666666
Canada,CAN,1978-Q4,short_term_interest,10.337833333333332
France,FRA,1978-Q4,short_term_interest,7.05
Germany,DEU,1978-Q4,short_term_interest,3.953333333333333
Italy,ITA,1978-Q4,short_term_interest,11.483333333333334
New Zealand,NZL,1978-Q4,short_term_interest,10.916666666666666
Spain,ESP,1978-Q4,short_term_interest,22.121993333333332
United States,USA,1978-Q4,short_term_interest,10.293333333333333
Australia,AUS,1979-Q1,short_term_interest,8.756666666666666
Belgium,BEL,1979-Q1,short_term_interest,8.266666666666667
Canada,CAN,1979-Q1,short_term_interest,11.028333333333334
France,FRA,1979-Q1,short_term_interest,6.85
Germany,DEU,1979-Q1,short_term_interest,4.17
Italy,ITA,1979-Q1,short_term_interest,11.361699999999999
New Zealand,NZL,1979-Q1,short_term_interest,12.79
Norway,NOR,1979-Q1,short_term_interest,9
Spain,ESP,1979-Q1,short_term_interest,13.831666666666667
United States,USA,1979-Q1,short_term_interest,10.276666666666667
Australia,AUS,1979-Q2,short_term_interest,10.406666666666666
Belgium,BEL,1979-Q2,short_term_interest,9.216666666666667
Canada,CAN,1979-Q2,short_term_interest,11.238666666666667
France,FRA,1979-Q2,short_term_interest,7.763333333333334
Germany,DEU,1979-Q2,short_term_interest,5.973333333333334
Italy,ITA,1979-Q2,short_term_interest,11.353866666666667
New Zealand,NZL,1979-Q2,short_term_interest,14.416666666666666
Norway,NOR,1979-Q2,short_term_interest,9.1
Spain,ESP,1979-Q2,short_term_interest,16.53633
United States,USA,1979-Q2,short_term_interest,10.056666666666667
Australia,AUS,1979-Q3,short_term_interest,9.836666666666666
Belgium,BEL,1979-Q3,short_term_interest,12.333333333333334
Canada,CAN,1979-Q3,short_term_interest,11.684166666666666
France,FRA,1979-Q3,short_term_interest,10.823333333333332
Germany,DEU,1979-Q3,short_term_interest,7.273333333333333
Italy,ITA,1979-Q3,short_term_interest,11.356133333333334
New Zealand,NZL,1979-Q3,short_term_interest,15.103333333333333
Norway,NOR,1979-Q3,short_term_interest,10.8
Spain,ESP,1979-Q3,short_term_interest,16.76566
United States,USA,1979-Q3,short_term_interest,10.903333333333334
Australia,AUS,1979-Q4,short_term_interest,10.093333333333332
Belgium,BEL,1979-Q4,short_term_interest,14.233333333333334
Canada,CAN,1979-Q4,short_term_interest,13.894166666666667
France,FRA,1979-Q4,short_term_interest,12.496666666666666
Germany,DEU,1979-Q4,short_term_interest,9.33
Italy,ITA,1979-Q4,short_term_interest,13.004433333333333
New Zealand,NZL,1979-Q4,short_term_interest,16.196666666666665
Norway,NOR,1979-Q4,short_term_interest,13.966666666666667
Spain,ESP,1979-Q4,short_term_interest,14.946666666666667
United States,USA,1979-Q4,short_term_interest,13.663333333333334
Australia,AUS,1980-Q1,short_term_interest,10.52
Belgium,BEL,1980-Q1,short_term_interest,15.633333333333333
Canada,CAN,1980-Q1,short_term_interest,14.224166666666667
France,FRA,1980-Q1,short_term_interest,12.996666666666666
Germany,DEU,1980-Q1,short_term_interest,9.156666666666666
Italy,ITA,1980-Q1,short_term_interest,16.409433333333332
New Zealand,NZL,1980-Q1,short_term_interest,15.73
Norway,NOR,1980-Q1,short_term_interest,12.7
Spain,ESP,1980-Q1,short_term_interest,15.648666666666665
United States,USA,1980-Q1,short_term_interest,15.086666666666668
Australia,AUS,1980-Q2,short_term_interest,13.646666666666667
Belgium,BEL,1980-Q2,short_term_interest,15.416666666666666
Canada,CAN,1980-Q2,short_term_interest,13.580833333333333
France,FRA,1980-Q2,short_term_interest,12.646666666666667
Germany,DEU,1980-Q2,short_term_interest,10.196666666666667
Italy,ITA,1980-Q2,short_term_interest,16.607766666666667
New Zealand,NZL,1980-Q2,short_term_interest,14.14
Norway,NOR,1980-Q2,short_term_interest,12.466666666666667
Spain,ESP,1980-Q2,short_term_interest,18.222326666666667
United States,USA,1980-Q2,short_term_interest,11.473333333333333
Australia,AUS,1980-Q3,short_term_interest,12.296666666666667
Belgium,BEL,1980-Q3,short_term_interest,12.533333333333333
Canada,CAN,1980-Q3,short_term_interest,10.785
France,FRA,1980-Q3,short_term_interest,11.676666666666666
